symbol,outlier_frac_5mad,max_abs_z,skew,kurtosis
btcusdt,0.28930232558139535,33177344902055.594,0.14495814733093762,46.335763732896005
ethusdt,0.38534938457383183,38815573249401.11,-1.1939423733526886,58.37789701238762
