symbol,regime,mean_bps,std_bps,share
btcusdt,low,0.0003095278260558198,0.13531011554974745,0.3299276271349995
btcusdt,mid,-0.0003319867477416581,0.502628647088066,0.3299199073627328
btcusdt,high,-0.004556581608722252,1.1988712142898281,0.3399247322203995
ethusdt,low,0.0013385612110866797,0.2198951958360211,0.32992630319867267
ethusdt,mid,-0.00018955063776097684,0.736726168213671,0.32992630319867267
ethusdt,high,-0.00939483405639738,1.725695158323084,0.33991974379750745
