ret_1s_bps,symbol,day
-0.7582166066411045,btcusdt,2025-12-15
-1.5957708676761495,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.8829077548178077,btcusdt,2025-12-15
-0.8828298090879372,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.011319330188719334,btcusdt,2025-12-15
-1.131934300269144,btcusdt,2025-12-15
-0.1698093663449196,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.05660408330498967,btcusdt,2025-12-15
0.46415085581896776,btcusdt,2025-12-15
-1.0527811251059838,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.566070952465747,btcusdt,2025-12-15
0.5661029979120435,btcusdt,2025-12-15
-0.29435689528067854,btcusdt,2025-12-15
-0.8038444142155488,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.39629318675737935,btcusdt,2025-12-15
-0.6170606514011023,btcusdt,2025-12-15
-2.2362752147109255,btcusdt,2025-12-15
-1.098568180595283,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.2006290843336043,btcusdt,2025-12-15
0.6003866263326607,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.2799927504847375,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.22651839527432216,btcusdt,2025-12-15
2.1178990215209303,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.011323265064477894,btcusdt,2025-12-15
-0.12455605673533654,btcusdt,2025-12-15
-2.910118663768113,btcusdt,2025-12-15
-0.5663357566842997,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.0874262376703303,btcusdt,2025-12-15
-2.1297746460524625,btcusdt,2025-12-15
-0.3059370483526891,btcusdt,2025-12-15
0.47591663526969086,btcusdt,2025-12-15
-0.9631187825720477,btcusdt,2025-12-15
-0.6685821355978394,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.0992678536114742,btcusdt,2025-12-15
-0.7933732929010784,btcusdt,2025-12-15
1.8022337497169971,btcusdt,2025-12-15
-3.92113531600069,btcusdt,2025-12-15
-0.21540692351829094,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
2.403539552113809,btcusdt,2025-12-15
-0.5327321394466011,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.8501497680502013,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.6233901657370922,btcusdt,2025-12-15
-2.470737906277165,btcusdt,2025-12-15
-1.2356742558594647,btcusdt,2025-12-15
-1.3378677222974922,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.14741192846057238,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.34018638812138846,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.1814265684463301,btcusdt,2025-12-15
0.4422352839106303,btcusdt,2025-12-15
0.23811616100211097,btcusdt,2025-12-15
1.9729154985537178,btcusdt,2025-12-15
-0.02267271650313596,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.7368649570260732,btcusdt,2025-12-15
0.725582038669792,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
2.5506892812665605,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.04268255019635,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.8839213015399139,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.8838431767588251,btcusdt,2025-12-15
1.5185314667487404,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-2.4020880036657033,btcusdt,2025-12-15
0.26066650157696714,btcusdt,2025-12-15
2.0739446256778926,btcusdt,2025-12-15
0.6571794876153447,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.8724050905395409,btcusdt,2025-12-15
-4.021776503648766,btcusdt,2025-12-15
-0.7820119126478176,btcusdt,2025-12-15
0.6800635406034594,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-1.4393699413084438,btcusdt,2025-12-15
-0.05667626573724327,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
2.867835300104371,btcusdt,2025-12-15
0.5326071744460315,btcusdt,2025-12-15
1.25779250616187,btcusdt,2025-12-15
0.19261066190656706,btcusdt,2025-12-15
-0.20393677280128308,btcusdt,2025-12-15
2.175369940353722,btcusdt,2025-12-15
1.1667415231420009,btcusdt,2025-12-15
2.639020006149906,btcusdt,2025-12-15
-1.5739356260324744,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.7814291659935524,btcusdt,2025-12-15
-0.31712647173609554,btcusdt,2025-12-15
-1.8348613462104701,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
1.9258251452725084,btcusdt,2025-12-15
-0.7362031286373139,btcusdt,2025-12-15
-0.3737921840052394,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.9854889582749937,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.6344002397129511,btcusdt,2025-12-15
-1.529454749381598,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
-0.19262746697723543,btcusdt,2025-12-15
-1.4957244377011847,btcusdt,2025-12-15
-0.2606576392238935,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.0,btcusdt,2025-12-15
0.41932974107483645,btcusdt,2025-12-15
-0.7932932720233765,btcusdt,2025-12-15
