signal,-5,-2,-1,0,1,2,5,10,30
bybit_liq_signed_flow,0.023344837218826592,0.056074467223049256,0.08271400864782213,0.10730113516926466,0.02329114419909735,0.016565817639623844,0.00889035238084967,-0.015106961437679256,-0.004879257750668453
