symbol,side,spread_bps,bid_depth_usd,ask_depth_usd
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.015296308619213045,5164.6408,458999.98130000004
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014598508177174627,46100.56730000001,347090.5134
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.016638976636138825,528277.242,5769.5904
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.01441024972326135,159400.315,56071.24080000001
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.015321126991236283,24214.9103,157233.9846
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.045530947762853345,197.6673,9158.6266
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
btcusdt,sell,0.014443259295619687,295570.19159999996,13293.408
btcusdt,buy,0.014443259295619687,295570.19159999996,13293.408
ethusdt,buy,0.04389420618521283,222504.9594,147295.38934
ethusdt,sell,0.04389420618521283,222504.9594,147295.38934
