signal,-5,-2,-1,0,1,2,5,10,30
bybit_liq_signed_flow,0.02079621463900084,0.037714034052547564,0.07065313062764933,0.07736747813223842,0.018665591064152415,-0.00151113058640176,-0.012801288040367939,-0.022636640533903702,0.016945217410251876
