symbol,horizon_sec,model,hit_rate,n
btcusdt,30,kalman,0.5398936170212766,47752
btcusdt,30,lgbm_nk,0.5820392616466452,47782
btcusdt,30,ensemble,0.5820392616466452,47782
btcusdt,300,kalman,0.5353347280334728,47800
btcusdt,300,lgbm_nk,0.49952178975382566,48096
btcusdt,300,ensemble,0.49952178975382566,48096
